route_id,timestamp
282,00:49:00
474,00:49:00
508,00:50:00
475,00:50:00
282,01:00:00
281,01:00:00
281,01:01:00
500,01:01:00
498,01:02:00
499,01:02:00
507,01:03:00
487,01:03:00
474,01:04:00
487,01:04:00
261,01:05:00
313,01:05:00
499,01:05:00
498,01:05:00
474,01:06:00
487,01:06:00
508,01:06:00
507,01:07:00
508,01:07:00
500,01:08:00
74,01:09:00
499,01:09:00
664,01:11:00
487,01:12:00
487,01:12:00
466,01:12:00
487,01:12:00
475,01:12:00
261,01:12:00
507,01:12:00
508,01:13:00
507,01:13:00
487,01:14:00
261,01:14:00
498,01:15:00
261,01:16:00
499,01:17:00
186,01:17:00
281,01:17:00
261,01:17:00
261,01:19:00
498,01:19:00
500,01:20:00
313,01:20:00
507,01:21:00
487,01:22:00
500,01:24:00
486,01:25:00
507,01:25:00
281,01:25:00
500,01:26:00
475,01:27:00
487,01:27:00
240,01:27:00
271,01:27:00
474,01:28:00
500,01:28:00
487,01:30:00
474,01:30:00
499,01:31:00
271,01:31:00
499,01:31:00
466,01:31:00
271,01:31:00
323,01:31:00
487,01:32:00
507,01:32:00
499,01:32:00
508,01:33:00
271,01:33:00
500,01:33:00
487,01:36:00
475,01:37:00
291,01:37:00
271,01:39:00
487,01:39:00
498,01:39:00
500,01:40:00
464,01:40:00
272,01:40:00
487,01:41:00
271,01:41:00
498,01:42:00
261,01:42:00
240,01:42:00
273,01:43:00
507,01:43:00
466,01:43:00
487,01:45:00
487,01:45:00
499,01:45:00
499,01:45:00
507,01:45:00
261,01:46:00
500,01:46:00
466,01:46:00
281,01:46:00
497,01:47:00
499,01:47:00
261,01:48:00
508,01:49:00
500,01:49:00
487,01:49:00
271,01:49:00
499,01:49:00
507,01:50:00
474,01:50:00
487,02:02:00
229,02:03:00
498,02:03:00
271,02:04:00
239,02:11:00
498,02:17:00
498,02:24:00
487,02:24:00
498,02:36:00
487,02:43:00
498,02:47:00
212,02:48:00
498,02:50:00
273,03:11:00
471,03:17:00
465,03:46:00
239,03:50:00
260,04:02:00
246,04:02:00
433,04:03:00
260,04:03:00
260,04:04:00
474,04:05:00
432,04:05:00
475,04:05:00
512,04:05:00
432,04:06:00
246,04:06:00
149,04:07:00
282,04:10:00
475,04:11:00
302,04:12:00
475,04:12:00
475,04:12:00
474,04:13:00
475,04:13:00
261,04:15:00
431,04:17:00
312,04:21:00
432,04:23:00
469,04:24:00
464,04:25:00
313,04:25:00
282,04:28:00
246,04:31:00
474,04:33:00
475,04:34:00
474,04:37:00
272,04:38:00
475,04:41:00
246,04:42:00
149,04:43:00
431,04:44:00
260,04:46:00
246,04:47:00
47,04:50:00
246,04:50:00
137,05:00:00
53,05:01:00
465,05:01:00
380,05:02:00
238,05:02:00
73,05:02:00
507,05:02:00
27,05:03:00
27,05:03:00
73,05:04:00
53,05:04:00
73,05:04:00
464,05:05:00
248,05:05:00
500,05:05:00
73,05:05:00
475,05:06:00
282,05:06:00
313,05:06:00
73,05:06:00
73,05:06:00
73,05:06:00
66,05:06:00
475,05:07:00
239,05:07:00
73,05:08:00
469,05:08:00
73,05:09:00
73,05:09:00
125,05:09:00
605,05:10:00
248,05:10:00
27,05:11:00
239,05:11:00
475,05:11:00
73,05:13:00
27,05:14:00
273,05:15:00
53,05:15:00
469,05:15:00
73,05:16:00
313,05:16:00
73,05:16:00
53,05:17:00
241,05:18:00
239,05:19:00
73,05:19:00
137,05:19:00
27,05:19:00
73,05:20:00
457,05:20:00
73,05:20:00
244,05:20:00
507,05:20:00
125,05:20:00
508,05:20:00
73,05:21:00
73,05:21:00
137,05:21:00
273,05:21:00
73,05:21:00
288,05:21:00
239,05:21:00
73,05:22:00
137,05:22:00
263,05:22:00
507,05:22:00
282,05:22:00
500,05:23:00
273,05:24:00
323,05:24:00
273,05:24:00
249,05:25:00
573,05:25:00
74,05:25:00
465,05:25:00
383,05:26:00
66,05:26:00
282,05:27:00
27,05:28:00
125,05:28:00
137,05:28:00
282,05:28:00
27,05:28:00
53,05:29:00
379,05:30:00
246,05:30:00
475,05:30:00
27,05:30:00
73,05:30:00
73,05:31:00
323,05:31:00
466,05:31:00
73,05:31:00
465,05:31:00
97,05:33:00
475,05:33:00
248,05:34:00
474,05:34:00
137,05:34:00
137,05:34:00
238,05:34:00
193,05:34:00
125,05:35:00
73,05:35:00
246,05:35:00
125,05:36:00
500,05:36:00
273,05:36:00
73,05:37:00
475,05:38:00
53,05:38:00
53,05:38:00
73,05:39:00
239,05:39:00
73,05:39:00
73,05:39:00
74,05:40:00
465,05:40:00
465,05:40:00
73,05:40:00
475,05:41:00
475,05:42:00
239,05:42:00
73,05:43:00
53,05:43:00
66,05:43:00
239,05:43:00
238,05:43:00
53,05:44:00
73,05:44:00
248,05:44:00
248,05:44:00
272,05:45:00
282,05:45:00
457,05:45:00
241,05:46:00
79,05:46:00
273,05:47:00
574,05:48:00
137,05:48:00
53,05:48:00
273,05:48:00
508,05:48:00
282,05:49:00
457,05:49:00
73,05:49:00
380,05:50:00
475,05:50:00
66,05:50:00
475,05:50:00
73,05:50:00
27,05:50:00
465,06:00:00
323,06:00:00
262,06:00:00
282,06:00:00
246,06:00:00
125,06:00:00
281,06:00:00
249,06:00:00
53,06:00:00
272,06:00:00
249,06:00:00
281,06:00:00
53,06:00:00
238,06:01:00
314,06:01:00
499,06:01:00
73,06:01:00
248,06:01:00
240,06:01:00
271,06:01:00
272,06:01:00
475,06:01:00
328,06:01:00
53,06:01:00
241,06:01:00
279,06:02:00
238,06:02:00
76,06:02:00
465,06:02:00
314,06:02:00
248,06:02:00
328,06:02:00
339,06:02:00
41,06:03:00
137,06:03:00
137,06:03:00
238,06:03:00
288,06:03:00
255,06:03:00
312,06:03:00
282,06:03:00
246,06:03:00
282,06:03:00
323,06:03:00
262,06:03:00
125,06:03:00
474,06:03:00
323,06:03:00
271,06:03:00
249,06:04:00
238,06:04:00
247,06:04:00
282,06:04:00
429,06:04:00
288,06:04:00
313,06:04:00
475,06:04:00
323,06:04:00
53,06:04:00
255,06:04:00
323,06:04:00
249,06:04:00
248,06:04:00
323,06:04:00
79,06:04:00
78,06:04:00
53,06:04:00
53,06:04:00
475,06:04:00
498,06:05:00
125,06:05:00
322,06:05:00
137,06:05:00
262,06:05:00
339,06:05:00
125,06:05:00
272,06:05:00
248,06:05:00
79,06:05:00
244,06:05:00
323,06:06:00
92,06:06:00
508,06:06:00
508,06:06:00
92,06:06:00
279,06:06:00
464,06:06:00
238,06:06:00
323,06:06:00
469,06:06:00
79,06:06:00
248,06:06:00
272,06:06:00
282,06:07:00
238,06:07:00
262,06:07:00
249,06:07:00
239,06:07:00
314,06:07:00
273,06:07:00
499,06:07:00
474,06:07:00
79,06:07:00
256,06:07:00
125,06:07:00
73,06:07:00
343,06:07:00
237,06:07:00
314,06:07:00
262,06:07:00
271,06:08:00
475,06:08:00
78,06:08:00
246,06:08:00
262,06:08:00
262,06:08:00
475,06:08:00
323,06:08:00
328,06:08:00
239,06:09:00
239,06:09:00
70,06:09:00
282,06:09:00
272,06:09:00
431,06:09:00
323,06:09:00
262,06:09:00
240,06:09:00
338,06:09:00
500,06:09:00
244,06:09:00
53,06:09:00
252,06:09:00
273,06:10:00
282,06:10:00
248,06:10:00
125,06:10:00
262,06:10:00
272,06:10:00
241,06:10:00
314,06:10:00
262,06:10:00
281,06:11:00
498,06:11:00
475,06:11:00
78,06:11:00
238,06:11:00
322,06:11:00
282,06:11:00
323,06:11:00
78,06:11:00
229,06:11:00
79,06:11:00
499,06:11:00
271,06:11:00
76,06:11:00
249,06:11:00
323,06:11:00
282,06:11:00
249,06:12:00
262,06:12:00
475,06:12:00
249,06:12:00
246,06:12:00
282,06:12:00
323,06:12:00
464,06:12:00
313,06:12:00
79,06:12:00
262,06:12:00
249,06:13:00
475,06:13:00
475,06:13:00
271,06:13:00
248,06:13:00
262,06:13:00
332,06:13:00
271,06:13:00
323,06:13:00
499,06:13:00
475,06:13:00
73,06:13:00
246,06:13:00
271,06:14:00
149,06:14:00
314,06:14:00
138,06:14:00
23,06:14:00
249,06:14:00
79,06:14:00
249,06:14:00
76,06:15:00
323,06:15:00
79,06:15:00
314,06:15:00
339,06:15:00
475,06:15:00
72,06:15:00
241,06:15:00
323,06:15:00
69,06:15:00
282,06:15:00
282,06:15:00
246,06:15:00
313,06:15:00
322,06:15:00
381,06:15:00
70,06:16:00
53,06:16:00
282,06:16:00
249,06:16:00
272,06:16:00
262,06:16:00
125,06:16:00
323,06:16:00
241,06:16:00
248,06:16:00
474,06:16:00
239,06:16:00
244,06:17:00
229,06:17:00
79,06:17:00
53,06:17:00
271,06:17:00
261,06:17:00
241,06:17:00
249,06:17:00
282,06:17:00
323,06:17:00
92,06:17:00
282,06:17:00
465,06:17:00
323,06:17:00
430,06:17:00
125,06:17:00
53,06:17:00
499,06:18:00
53,06:18:00
53,06:18:00
271,06:18:00
79,06:18:00
79,06:18:00
244,06:18:00
149,06:18:00
248,06:18:00
244,06:18:00
323,06:18:00
79,06:18:00
231,06:18:00
660,06:18:00
303,06:18:00
59,06:18:00
262,06:18:00
79,06:18:00
323,06:19:00
79,06:19:00
79,06:19:00
238,06:19:00
79,06:19:00
214,06:19:00
79,06:19:00
499,06:19:00
337,06:19:00
498,06:19:00
272,06:19:00
248,06:19:00
290,06:19:00
323,06:20:00
74,06:20:00
323,06:20:00
125,06:20:00
499,06:20:00
249,06:20:00
271,06:20:00
238,06:20:00
282,06:20:00
246,06:20:00
323,06:20:00
79,06:21:00
288,06:21:00
79,06:21:00
464,06:21:00
282,06:21:00
271,06:21:00
78,06:21:00
246,06:21:00
248,06:21:00
79,06:21:00
475,06:21:00
469,06:21:00
262,06:21:00
314,06:21:00
338,06:21:00
465,06:21:00
271,06:22:00
69,06:22:00
323,06:22:00
499,06:22:00
282,06:22:00
23,06:22:00
323,06:22:00
431,06:22:00
465,06:22:00
241,06:22:00
262,06:22:00
314,06:22:00
281,06:22:00
78,06:22:00
313,06:22:00
261,06:22:00
475,06:22:00
475,06:22:00
238,06:22:00
59,06:23:00
467,06:23:00
467,06:23:00
244,06:23:00
314,06:23:00
73,06:23:00
79,06:23:00
279,06:23:00
272,06:23:00
249,06:23:00
248,06:23:00
322,06:23:00
281,06:24:00
465,06:24:00
79,06:24:00
76,06:24:00
125,06:24:00
241,06:24:00
249,06:24:00
499,06:24:00
323,06:24:00
358,06:24:00
248,06:24:00
78,06:24:00
262,06:24:00
464,06:25:00
282,06:25:00
252,06:25:00
281,06:25:00
72,06:25:00
589,06:25:00
78,06:25:00
312,06:25:00
475,06:25:00
125,06:25:00
499,06:25:00
238,06:25:00
238,06:25:00
53,06:25:00
318,06:26:00
262,06:26:00
240,06:26:00
53,06:26:00
323,06:26:00
507,06:26:00
425,06:26:00
246,06:26:00
246,06:26:00
239,06:26:00
272,06:26:00
249,06:26:00
248,06:26:00
282,06:26:00
379,06:26:00
272,06:27:00
239,06:27:00
79,06:27:00
255,06:27:00
125,06:27:00
137,06:27:00
465,06:27:00
137,06:27:00
27,06:27:00
314,06:27:00
241,06:27:00
479,06:27:00
322,06:28:00
241,06:28:00
318,06:28:00
100,06:28:00
246,06:28:00
313,06:28:00
644,06:28:00
239,06:28:00
509,06:28:00
338,06:28:00
323,06:28:00
380,06:28:00
244,06:28:00
269,06:28:00
76,06:28:00
65,06:28:00
241,06:29:00
249,06:29:00
314,06:29:00
262,06:29:00
323,06:29:00
240,06:29:00
246,06:29:00
79,06:29:00
246,06:29:00
475,06:29:00
499,06:29:00
499,06:29:00
53,06:29:00
323,06:30:00
244,06:30:00
262,06:30:00
262,06:30:00
246,06:30:00
238,06:30:00
241,06:30:00
323,06:30:00
323,06:30:00
76,06:30:00
282,06:30:00
79,06:30:00
282,06:31:00
79,06:31:00
73,06:31:00
323,06:31:00
79,06:31:00
249,06:31:00
499,06:31:00
23,06:32:00
475,06:32:00
475,06:32:00
328,06:32:00
53,06:32:00
282,06:32:00
272,06:32:00
314,06:32:00
23,06:32:00
79,06:32:00
499,06:32:00
53,06:32:00
425,06:32:00
272,06:32:00
125,06:32:00
323,06:32:00
241,06:32:00
239,06:32:00
323,06:32:00
281,06:32:00
53,06:33:00
314,06:33:00
137,06:33:00
323,06:33:00
239,06:33:00
474,06:33:00
79,06:33:00
616,06:33:00
79,06:33:00
76,06:33:00
271,06:33:00
248,06:33:00
507,06:33:00
323,06:33:00
72,06:33:00
282,06:33:00
303,06:33:00
281,06:33:00
72,06:33:00
185,06:34:00
239,06:34:00
272,06:34:00
125,06:34:00
288,06:34:00
465,06:34:00
282,06:34:00
323,06:34:00
248,06:34:00
323,06:34:00
248,06:34:00
137,06:35:00
314,06:35:00
72,06:35:00
273,06:35:00
249,06:35:00
246,06:35:00
246,06:35:00
79,06:35:00
53,06:35:00
125,06:35:00
53,06:36:00
323,06:36:00
238,06:36:00
313,06:36:00
507,06:36:00
322,06:36:00
475,06:36:00
72,06:36:00
465,06:36:00
339,06:36:00
314,06:36:00
464,06:36:00
430,06:36:00
282,06:36:00
241,06:36:00
499,06:36:00
79,06:36:00
239,06:36:00
47,06:37:00
271,06:37:00
79,06:37:00
323,06:37:00
248,06:37:00
272,06:37:00
262,06:37:00
239,06:37:00
323,06:37:00
499,06:37:00
79,06:37:00
322,06:37:00
53,06:37:00
499,06:37:00
323,06:37:00
262,06:38:00
328,06:38:00
279,06:38:00
79,06:38:00
79,06:38:00
475,06:38:00
271,06:38:00
79,06:38:00
499,06:38:00
475,06:38:00
282,06:38:00
248,06:38:00
229,06:38:00
281,06:39:00
53,06:39:00
282,06:39:00
229,06:39:00
53,06:39:00
239,06:39:00
249,06:39:00
262,06:39:00
271,06:39:00
246,06:39:00
172,06:39:00
182,06:39:00
125,06:39:00
229,06:39:00
53,06:39:00
78,06:39:00
479,06:39:00
262,06:39:00
371,06:39:00
339,06:40:00
79,06:40:00
499,06:40:00
74,06:40:00
53,06:40:00
125,06:40:00
271,06:40:00
322,06:41:00
248,06:41:00
262,06:41:00
240,06:41:00
271,06:41:00
79,06:41:00
137,06:41:00
79,06:41:00
341,06:41:00
246,06:41:00
323,06:41:00
431,06:41:00
323,06:41:00
238,06:41:00
249,06:41:00
79,06:41:00
323,06:41:00
429,06:41:00
282,06:41:00
234,06:42:00
239,06:42:00
262,06:42:00
79,06:42:00
339,06:42:00
248,06:42:00
647,06:42:00
137,06:42:00
241,06:42:00
240,06:42:00
282,06:42:00
271,06:42:00
229,06:42:00
323,06:42:00
464,06:42:00
273,06:42:00
262,06:42:00
308,06:43:00
384,06:43:00
466,06:43:00
79,06:43:00
323,06:43:00
241,06:43:00
125,06:43:00
475,06:43:00
282,06:43:00
308,06:43:00
271,06:43:00
239,06:43:00
248,06:43:00
323,06:43:00
475,06:44:00
246,06:44:00
273,06:44:00
125,06:44:00
271,06:44:00
79,06:44:00
508,06:44:00
246,06:44:00
308,06:44:00
138,06:44:00
323,06:44:00
323,06:44:00
249,06:44:00
249,06:44:00
313,06:44:00
323,06:44:00
282,06:44:00
100,06:44:00
338,06:44:00
314,06:44:00
76,06:45:00
78,06:45:00
328,06:45:00
249,06:45:00
495,06:45:00
239,06:45:00
72,06:45:00
466,06:45:00
323,06:45:00
282,06:45:00
323,06:45:00
252,06:45:00
248,06:45:00
469,06:45:00
430,06:45:00
323,06:45:00
137,06:46:00
244,06:46:00
137,06:46:00
475,06:46:00
475,06:46:00
78,06:46:00
314,06:46:00
248,06:46:00
282,06:46:00
313,06:46:00
144,06:46:00
469,06:46:00
238,06:47:00
53,06:47:00
125,06:47:00
281,06:47:00
249,06:47:00
271,06:47:00
79,06:47:00
229,06:47:00
53,06:47:00
144,06:47:00
323,06:47:00
323,06:47:00
323,06:47:00
323,06:47:00
137,06:47:00
282,06:48:00
323,06:48:00
246,06:48:00
499,06:48:00
323,06:48:00
249,06:48:00
244,06:48:00
479,06:48:00
262,06:48:00
431,06:48:00
246,06:49:00
306,06:49:00
499,06:49:00
282,06:49:00
323,06:49:00
323,06:49:00
240,06:49:00
78,06:49:00
78,06:49:00
249,06:49:00
137,06:49:00
282,06:50:00
371,06:50:00
431,06:50:00
53,06:50:00
499,06:50:00
323,06:50:00
313,06:50:00
240,06:50:00
323,06:50:00
53,06:50:00
239,06:50:00
323,06:50:00
313,06:50:00
229,06:50:00
238,06:50:00
328,06:50:00
241,07:00:00
272,07:00:00
322,07:00:00
238,07:00:00
238,07:00:00
281,07:00:00
281,07:00:00
246,07:00:00
240,07:00:00
273,07:00:00
323,07:00:00
249,07:00:00
500,07:00:00
250,07:00:00
273,07:00:00
136,07:00:00
239,07:00:00
238,07:00:00
300,07:00:00
238,07:00:00
388,07:00:00
313,07:00:00
499,07:00:00
499,07:00:00
508,07:00:00
474,07:01:00
494,07:01:00
240,07:01:00
238,07:01:00
390,07:01:00
389,07:01:00
314,07:01:00
281,07:01:00
313,07:01:00
281,07:01:00
172,07:01:00
273,07:01:00
273,07:01:00
273,07:01:00
238,07:01:00
125,07:01:00
313,07:01:00
466,07:01:00
323,07:01:00
191,07:01:00
248,07:01:00
446,07:01:00
464,07:01:00
231,07:01:00
281,07:01:00
271,07:01:00
313,07:01:00
431,07:01:00
313,07:01:00
322,07:01:00
91,07:01:00
312,07:02:00
313,07:02:00
244,07:02:00
272,07:02:00
475,07:02:00
141,07:02:00
310,07:02:00
253,07:02:00
446,07:02:00
279,07:02:00
72,07:02:00
432,07:02:00
238,07:02:00
171,07:02:00
255,07:02:00
249,07:02:00
239,07:02:00
239,07:02:00
273,07:02:00
466,07:02:00
191,07:02:00
282,07:02:00
248,07:02:00
246,07:02:00
279,07:02:00
249,07:02:00
249,07:03:00
313,07:03:00
246,07:03:00
498,07:03:00
431,07:03:00
282,07:03:00
282,07:03:00
229,07:03:00
230,07:03:00
231,07:03:00
271,07:03:00
271,07:03:00
271,07:03:00
273,07:03:00
273,07:03:00
272,07:03:00
273,07:03:00
238,07:03:00
492,07:03:00
238,07:03:00
238,07:03:00
268,07:03:00
323,07:03:00
137,07:04:00
272,07:04:00
272,07:04:00
136,07:04:00
323,07:04:00
324,07:04:00
503,07:04:00
249,07:04:00
464,07:04:00
273,07:04:00
281,07:04:00
231,07:04:00
273,07:04:00
248,07:04:00
241,07:04:00
271,07:04:00
328,07:04:00
322,07:04:00
238,07:04:00
238,07:04:00
474,07:04:00
425,07:04:00
388,07:04:00
508,07:04:00
240,07:04:00
136,07:04:00
272,07:04:00
464,07:04:00
312,07:04:00
47,07:04:00
313,07:04:00
466,07:05:00
498,07:05:00
272,07:05:00
432,07:05:00
379,07:05:00
313,07:05:00
273,07:05:00
52,07:05:00
273,07:05:00
300,07:05:00
433,07:05:00
262,07:05:00
239,07:05:00
313,07:05:00
240,07:05:00
273,07:05:00
239,07:05:00
260,07:05:00
261,07:05:00
249,07:05:00
288,07:05:00
313,07:05:00
313,07:05:00
313,07:05:00
238,07:06:00
99,07:06:00
313,07:06:00
282,07:06:00
239,07:06:00
446,07:06:00
262,07:06:00
272,07:06:00
239,07:06:00
56,07:06:00
313,07:06:00
229,07:06:00
312,07:06:00
238,07:06:00
59,07:06:00
380,07:06:00
239,07:06:00
181,07:06:00
240,07:06:00
433,07:06:00
56,07:06:00
313,07:06:00
282,07:06:00
239,07:06:00
499,07:06:00
494,07:06:00
389,07:06:00
232,07:06:00
465,07:06:00
393,07:06:00
72,07:06:00
73,07:06:00
313,07:06:00
431,07:07:00
312,07:07:00
230,07:07:00
313,07:07:00
273,07:07:00
261,07:07:00
273,07:07:00
313,07:07:00
474,07:07:00
272,07:07:00
292,07:07:00
499,07:07:00
313,07:07:00
238,07:07:00
232,07:07:00
475,07:07:00
271,07:07:00
281,07:07:00
465,07:07:00
240,07:07:00
172,07:07:00
314,07:08:00
500,07:08:00
503,07:08:00
240,07:08:00
240,07:08:00
273,07:08:00
55,07:08:00
271,07:08:00
65,07:08:00
248,07:08:00
324,07:08:00
229,07:08:00
240,07:08:00
281,07:08:00
272,07:08:00
425,07:08:00
91,07:08:00
249,07:08:00
239,07:08:00
281,07:08:00
313,07:08:00
253,07:08:00
47,07:09:00
266,07:09:00
239,07:09:00
300,07:09:00
239,07:09:00
240,07:09:00
322,07:09:00
313,07:09:00
192,07:09:00
280,07:09:00
246,07:09:00
238,07:09:00
272,07:09:00
273,07:09:00
273,07:09:00
272,07:09:00
272,07:09:00
425,07:09:00
239,07:09:00
239,07:09:00
231,07:09:00
91,07:09:00
273,07:09:00
503,07:09:00
272,07:09:00
328,07:09:00
374,07:10:00
498,07:10:00
239,07:10:00
45,07:10:00
475,07:10:00
475,07:10:00
271,07:10:00
249,07:10:00
313,07:10:00
238,07:10:00
508,07:10:00
272,07:10:00
313,07:10:00
244,07:10:00
282,07:10:00
499,07:10:00
238,07:10:00
313,07:10:00
239,07:10:00
171,07:10:00
238,07:10:00
240,07:10:00
248,07:10:00
312,07:10:00
273,07:11:00
313,07:11:00
185,07:11:00
280,07:11:00
231,07:11:00
507,07:11:00
312,07:11:00
248,07:11:00
209,07:11:00
313,07:11:00
313,07:11:00
464,07:11:00
464,07:11:00
272,07:11:00
238,07:11:00
272,07:11:00
300,07:11:00
232,07:11:00
283,07:11:00
271,07:11:00
288,07:11:00
73,07:11:00
465,07:11:00
380,07:11:00
288,07:11:00
240,07:12:00
239,07:12:00
239,07:12:00
282,07:12:00
248,07:12:00
230,07:12:00
66,07:12:00
239,07:12:00
281,07:12:00
244,07:12:00
432,07:12:00
273,07:12:00
78,07:12:00
238,07:12:00
282,07:12:00
320,07:12:00
238,07:12:00
273,07:12:00
380,07:12:00
498,07:12:00
260,07:12:00
249,07:12:00
271,07:12:00
249,07:12:00
271,07:12:00
323,07:13:00
313,07:13:00
271,07:13:00
272,07:13:00
238,07:13:00
465,07:13:00
282,07:13:00
272,07:13:00
239,07:13:00
323,07:13:00
379,07:13:00
320,07:13:00
499,07:13:00
659,07:13:00
249,07:13:00
193,07:13:00
302,07:13:00
323,07:13:00
425,07:13:00
380,07:13:00
313,07:13:00
313,07:13:00
464,07:13:00
273,07:13:00
288,07:14:00
47,07:14:00
229,07:14:00
215,07:14:00
272,07:14:00
11,07:14:00
272,07:14:00
249,07:14:00
464,07:14:00
292,07:14:00
474,07:14:00
253,07:14:00
281,07:14:00
282,07:14:00
271,07:14:00
239,07:14:00
252,07:14:00
380,07:14:00
272,07:14:00
500,07:14:00
200,07:14:00
249,07:14:00
323,07:14:00
76,07:15:00
272,07:15:00
271,07:15:00
432,07:15:00
73,07:15:00
248,07:15:00
281,07:15:00
263,07:15:00
323,07:15:00
499,07:15:00
313,07:15:00
499,07:15:00
272,07:15:00
499,07:15:00
323,07:15:00
464,07:15:00
508,07:15:00
464,07:15:00
59,07:15:00
244,07:15:00
273,07:15:00
431,07:15:00
249,07:16:00
479,07:16:00
272,07:16:00
499,07:16:00
461,07:16:00
231,07:16:00
499,07:16:00
266,07:16:00
380,07:16:00
313,07:16:00
322,07:16:00
313,07:16:00
231,07:16:00
171,07:16:00
244,07:16:00
215,07:16:00
240,07:16:00
323,07:16:00
273,07:16:00
232,07:16:00
254,07:16:00
499,07:17:00
144,07:17:00
288,07:17:00
239,07:17:00
79,07:17:00
314,07:17:00
379,07:17:00
309,07:17:00
273,07:17:00
314,07:17:00
47,07:17:00
271,07:17:00
231,07:17:00
282,07:17:00
312,07:17:00
313,07:17:00
99,07:17:00
474,07:17:00
322,07:17:00
238,07:17:00
389,07:17:00
465,07:17:00
281,07:17:00
328,07:17:00
248,07:17:00
433,07:17:00
239,07:17:00
424,07:17:00
431,07:17:00
272,07:17:00
390,07:17:00
249,07:17:00
474,07:18:00
282,07:18:00
465,07:18:00
91,07:18:00
288,07:18:00
230,07:18:00
475,07:18:00
248,07:18:00
240,07:18:00
498,07:18:00
313,07:18:00
281,07:18:00
239,07:18:00
231,07:18:00
239,07:18:00
380,07:18:00
281,07:18:00
281,07:18:00
240,07:19:00
508,07:19:00
144,07:19:00
277,07:19:00
239,07:19:00
91,07:19:00
464,07:19:00
249,07:19:00
338,07:19:00
240,07:19:00
91,07:19:00
499,07:19:00
313,07:19:00
507,07:19:00
424,07:19:00
272,07:19:00
192,07:19:00
246,07:19:00
282,07:19:00
272,07:19:00
231,07:19:00
474,07:20:00
239,07:20:00
244,07:20:00
313,07:20:00
99,07:20:00
273,07:20:00
249,07:20:00
324,07:20:00
281,07:20:00
281,07:20:00
273,07:20:00
47,07:20:00
313,07:20:00
78,07:20:00
273,07:20:00
228,07:20:00
313,07:20:00
431,07:20:00
272,07:20:00
240,07:20:00
313,07:20:00
282,07:20:00
193,07:20:00
500,07:20:00
464,07:20:00
272,07:20:00
503,07:20:00
499,07:20:00
282,07:20:00
261,07:20:00
255,07:20:00
287,07:21:00
248,07:21:00
323,07:21:00
39,07:21:00
500,07:21:00
273,07:21:00
466,07:21:00
272,07:21:00
425,07:21:00
231,07:21:00
239,07:21:00
500,07:21:00
474,07:21:00
248,07:21:00
272,07:21:00
488,07:21:00
499,07:21:00
465,07:21:00
313,07:21:00
248,07:21:00
500,07:21:00
73,07:21:00
191,07:21:00
244,07:21:00
72,07:21:00
228,07:21:00
500,07:22:00
498,07:22:00
475,07:22:00
313,07:22:00
248,07:22:00
277,07:22:00
500,07:22:00
231,07:22:00
272,07:22:00
313,07:22:00
244,07:22:00
249,07:22:00
425,07:22:00
239,07:22:00
238,07:22:00
273,07:22:00
239,07:22:00
312,07:22:00
238,07:22:00
239,07:22:00
78,07:22:00
181,07:22:00
425,07:22:00
380,07:22:00
266,07:22:00
272,07:22:00
231,07:22:00
313,07:22:00
239,07:22:00
475,07:22:00
281,07:23:00
221,07:23:00
239,07:23:00
239,07:23:00
